Date,fromDate,toDate,bedtime,waketime,inBed,awake,fellAsleepIn,sessions,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7
2021-07-09T20:59:59+10:00,"Thursday, 8 Jul 2021","Friday, 9 Jul 2021",8/07/2021 21:16,9/07/2021 6:00,8:44:00,0:00:00,0:00:00,1,8:44:00,8:53:17,100,99.6,7:22:48,7:33:38,1:59:46,2:19:19,61.9,61.3,80.7,73.8,58,60,97,72
2021-07-10T20:59:59+10:00,"Friday, 9 Jul 2021","Saturday, 10 Jul 2021",9/07/2021 22:30,10/07/2021 6:45,8:15:00,0:00:00,0:00:00,1,8:15:00,8:41:08,100,100,7:31:26,7:26:57,3:45:00,2:29:39,66.7,61.9,75.2,73.9,63,59.6,131,81
2021-07-11T20:59:59+10:00,"Saturday, 10 Jul 2021","Sunday, 11 Jul 2021",10/07/2021 21:33,11/07/2021 7:00,9:27:00,0:27:00,0:00:00,1,9:00:00,8:39:42,95.2,99.3,7:45:24,7:24:57,2:45:00,2:24:51,62.7,62.3,75.7,74.1,63,60,33,77
2021-07-12T20:59:59+10:00,"Sunday, 11 Jul 2021","Monday, 12 Jul 2021",11/07/2021 21:15,12/07/2021 5:54,8:39:00,0:06:00,0:00:00,1,8:33:00,8:38:08,98.8,99.2,7:39:15,7:27:36,3:37:38,2:31:45,59.2,62.2,69.3,73.4,57,59.9,42,75
2021-07-13T20:59:59+10:00,"Monday, 12 Jul 2021","Tuesday, 13 Jul 2021",12/07/2021 21:15,13/07/2021 6:06,8:51:00,0:00:00,0:00:00,1,8:51:00,8:40:51,100,99.2,7:31:06,7:29:19,1:46:12,2:27:34,55.4,61.3,76.1,74.4,54,59.1,45,69
2021-07-14T20:59:59+10:00,"Tuesday, 13 Jul 2021","Wednesday, 14 Jul 2021",13/07/2021 21:15,14/07/2021 5:48,8:33:00,0:00:00,0:00:00,1,8:33:00,8:39:42,100,99.2,7:30:48,7:30:34,2:15:48,2:31:38,59,60.8,68.7,73.9,59,59.1,34,64
2021-07-15T20:59:59+10:00,"Wednesday, 14 Jul 2021","Thursday, 15 Jul 2021",14/07/2021 21:15,15/07/2021 5:53,8:38:00,0:00:00,0:00:00,1,8:38:00,8:39:08,100,99.2,7:09:36,7:30:03,1:16:11,2:29:22,57.5,60.4,72.1,74,59,59,114,71
2021-07-16T20:59:59+10:00,"Thursday, 15 Jul 2021","Friday, 16 Jul 2021",15/07/2021 21:05,16/07/2021 5:51,8:46:00,0:00:00,0:00:00,1,8:46:00,8:39:25,100,99.2,7:54:14,7:34:33,3:36:35,2:43:12,58.8,59.9,74.9,73.1,57,58.9,46,64
2021-07-17T20:59:59+10:00,"Friday, 16 Jul 2021","Saturday, 17 Jul 2021",16/07/2021 22:01,17/07/2021 6:00,8:27:00,0:00:00,0:00:00,2,8:27:00,8:41:08,100,99.2,7:10:48,7:31:36,1:12:54,2:21:28,66.8,59.9,75.3,73.2,59,58.3,61,54
2021-07-18T20:59:59+10:00,"Saturday, 17 Jul 2021","Sunday, 18 Jul 2021",17/07/2021 21:46,18/07/2021 6:45,8:59:00,0:00:00,0:00:00,1,8:59:00,8:41:00,100,99.8,7:53:45,7:32:47,2:29:43,2:19:17,59.3,59.4,67.8,72,58,57.6,30,53
2021-07-19T20:59:59+10:00,"Sunday, 18 Jul 2021","Monday, 19 Jul 2021",18/07/2021 21:16,19/07/2021 5:53,8:37:00,0:14:00,0:00:00,1,8:23:00,8:39:34,97.3,99.6,7:28:07,7:31:12,3:02:55,2:14:19,57,59.1,69.5,72.1,57,57.6,,
2021-07-20T20:59:59+10:00,"Monday, 19 Jul 2021","Tuesday, 20 Jul 2021",19/07/2021 21:16,20/07/2021 5:55,8:39:00,0:05:00,0:00:00,1,8:34:00,8:37:08,99,99.5,7:19:17,7:29:31,1:49:02,2:14:44,59.8,59.7,66.8,70.7,61,58.6,54,55
2021-07-21T20:59:59+10:00,"Tuesday, 20 Jul 2021","Wednesday, 21 Jul 2021",20/07/2021 21:15,21/07/2021 5:54,8:39:00,0:09:00,0:00:00,1,8:30:00,8:36:42,98.3,99.2,7:44:09,7:31:25,3:36:22,2:26:14,56.8,59.4,64.7,70.1,58,58.4,42,54
2021-07-22T20:59:59+10:00,"Wednesday, 21 Jul 2021","Thursday, 22 Jul 2021",21/07/2021 21:10,22/07/2021 6:08,8:58:00,0:00:00,0:00:00,1,8:58:00,8:39:34,100,99.2,7:47:25,7:36:49,2:18:21,2:35:07,56.5,59.3,67.3,69.5,56,58,95,63
2021-07-23T20:59:59+10:00,"Thursday, 22 Jul 2021","Friday, 23 Jul 2021",22/07/2021 21:17,23/07/2021 5:50,8:33:00,0:00:00,0:00:00,1,8:33:00,8:37:42,100,99.2,6:58:59,7:28:56,1:45:37,2:19:16,56.7,59,66.2,68.2,57,58,46,53
2021-07-24T20:59:59+10:00,"Friday, 23 Jul 2021","Saturday, 24 Jul 2021",23/07/2021 21:16,24/07/2021 6:32,9:16:00,0:00:00,0:00:00,1,9:16:00,8:44:42,100,99.2,8:05:36,7:36:46,2:45:18,2:32:28,57.3,57.6,70.8,67.6,58,57.9,71,57
2021-07-25T20:59:59+10:00,"Saturday, 24 Jul 2021","Sunday, 25 Jul 2021",24/07/2021 21:45,25/07/2021 6:59,9:14:00,0:00:00,0:00:00,1,9:14:00,8:46:51,100,99.2,7:31:03,7:33:31,1:01:33,2:19:52,60.6,57.8,70.1,67.9,57,57.7,56,56
2021-07-26T20:59:59+10:00,"Sunday, 25 Jul 2021","Monday, 26 Jul 2021",25/07/2021 21:15,26/07/2021 5:30,8:15:00,0:08:00,0:00:00,1,8:07:00,8:44:34,98.4,99.4,7:14:38,7:31:35,2:47:24,2:17:39,60.3,58.3,68.6,67.8,59,58,48,59
2021-07-27T20:59:59+10:00,"Monday, 26 Jul 2021","Tuesday, 27 Jul 2021",26/07/2021 21:16,27/07/2021 5:45,8:29:00,0:11:00,0:00:00,1,8:18:00,8:42:17,97.8,99.2,7:27:04,7:32:42,2:46:00,2:25:47,57.1,57.9,68.9,68.1,55,57.1,49,58
2021-07-28T20:59:59+10:00,"Tuesday, 27 Jul 2021","Wednesday, 28 Jul 2021",27/07/2021 21:15,28/07/2021 5:55,8:40:00,0:00:00,0:00:00,1,8:40:00,8:43:42,100,99.5,7:23:05,7:29:41,1:31:46,2:07:59,56.4,57.9,74,69.4,58,57.1,43,58
2021-07-29T20:59:59+10:00,"Wednesday, 28 Jul 2021","Thursday, 29 Jul 2021",28/07/2021 21:30,29/07/2021 6:00,8:30:00,0:00:00,0:00:00,1,8:30:00,8:39:42,100,99.5,7:10:24,7:24:24,1:30:00,2:01:05,63.5,58.9,70.7,69.9,59,57.6,70,55
2021-07-30T20:59:59+10:00,"Thursday, 29 Jul 2021","Friday, 30 Jul 2021",29/07/2021 21:19,30/07/2021 5:30,8:11:00,0:00:00,0:00:00,1,8:11:00,8:36:34,100,99.5,7:01:06,7:24:42,1:59:02,2:03:00,60.5,59.4,70.1,70.5,58,57.7,43,54
2021-07-31T20:59:59+10:00,"Friday, 30 Jul 2021","Saturday, 31 Jul 2021",30/07/2021 21:45,31/07/2021 6:30,8:45:00,0:00:00,0:00:00,1,8:45:00,8:32:08,100,99.5,7:46:22,7:21:57,3:15:00,2:07:15,59,59.6,73.7,70.9,59,57.9,84,56
2021-08-01T20:59:59+10:00,"Saturday, 31 Jul 2021","Sunday, 1 Aug 2021",31/07/2021 21:17,1/08/2021 6:45,9:28:00,0:34:00,0:00:00,1,8:54:00,8:29:17,94,98.6,7:56:24,7:25:35,4:04:07,2:33:19,60.7,59.6,77.8,72,58,58,92,61
2021-08-02T20:59:59+10:00,"Sunday, 1 Aug 2021","Monday, 2 Aug 2021",1/08/2021 21:30,2/08/2021 6:15,8:45:00,0:13:00,0:00:00,1,8:32:00,8:32:51,97.5,98.5,7:13:46,7:25:27,1:45:25,2:24:28,63.2,60,67.2,71.8,59,58,36,60
2021-08-03T20:59:59+10:00,"Monday, 2 Aug 2021","Tuesday, 3 Aug 2021",2/08/2021 21:12,3/08/2021 5:55,8:43:00,0:17:00,0:00:00,1,8:26:00,8:34:00,96.7,98.3,7:16:30,7:23:57,1:50:41,2:16:34,59.2,60.4,68.4,71.7,55,58,59,61
2021-08-04T20:59:59+10:00,"Tuesday, 3 Aug 2021","Wednesday, 4 Aug 2021",3/08/2021 21:17,4/08/2021 6:05,8:48:00,0:06:00,0:00:00,1,8:42:00,8:34:17,98.9,98.2,7:32:35,7:25:18,1:32:07,2:16:37,60.4,60.9,73,71.5,58,58,81,66
2021-08-05T20:59:59+10:00,"Wednesday, 4 Aug 2021","Thursday, 5 Aug 2021",4/08/2021 21:15,5/08/2021 5:54,8:39:00,0:03:00,0:00:00,1,8:36:00,8:35:08,99.4,98.1,7:46:56,7:30:31,3:38:55,2:35:02,59.7,60.4,69,71.3,61,58.3,136,76
2021-08-06T20:59:59+10:00,"Thursday, 5 Aug 2021","Friday, 6 Aug 2021",5/08/2021 21:15,6/08/2021 5:45,8:30:00,0:00:00,0:00:00,1,8:30:00,8:37:51,100,98.1,7:17:45,7:32:54,2:15:00,2:37:19,59.7,60.3,71.8,71.5,58,58.3,55,77
2021-08-07T20:59:59+10:00,"Friday, 6 Aug 2021","Saturday, 7 Aug 2021",6/08/2021 21:45,7/08/2021 6:57,9:12:00,0:00:00,0:00:00,1,9:12:00,8:41:42,100,98.1,8:01:09,7:35:01,2:18:00,2:29:10,61.4,60.6,76.9,72,60,58.4,153,87
2021-08-08T20:59:59+10:00,"Saturday, 7 Aug 2021","Sunday, 8 Aug 2021",7/08/2021 21:45,8/08/2021 7:05,9:20:00,0:00:00,0:00:00,1,9:20:00,8:45:25,100,98.9,8:09:56,7:36:57,2:46:29,2:18:05,62.3,60.8,,,62,59,55,82
